128;50;32;96.63032705649157;45.16129032258065;93.33333333333333;29.78723404255319;1.1638445956634234
128;50;64;92.76511397423192;30.476190476190478;27.586206896551722;34.04255319148936;2.498874390406887
128;100;32;96.33300297324084;37.28813559322034;91.66666666666666;23.404255319148938;1.2665366959456157
128;100;64;96.72943508424183;47.61904761904763;93.75;31.914893617021278;1.1296138955693595
128;150;32;96.23389494549059;32.142857142857146;100.0;19.148936170212767;1.3007666035744367
128;150;64;95.0445986124876;39.02439024390244;45.714285714285715;34.04255319148936;1.7115500615428232
128;200;32;96.63032705649157;45.16129032258065;93.33333333333333;29.78723404255319;1.1638445956634234
128;200;64;92.46778989098117;34.48275862068965;28.985507246376812;42.5531914893617;2.6015720379457803
128;250;32;96.63032705649157;43.333333333333336;100.0;27.659574468085108;1.1638438031981806
128;250;64;96.53121902874133;40.67796610169491;100.0;25.53191489361702;1.1980745032922446
